,id,original_title,popularity,release_date,vote_average,vote_count,overview
5462,18898,Looking for Eric,11.056,2009-05-27,6.5,326,A man trying to put his life back on track gets some advice from an unexpected benefactor -- the ex-footballer Eric Cantona.
5463,13205,Bambi II,19.858,2006-01-26,6.511,957,"Return to the forest and join Bambi as he reunites with his father, The Great Prince, who must now raise the young fawn on his own. But in the adventure of a lifetime, the proud parent discovers there is much he can learn from his spirited young son."
5464,594718,Спутник,21.211,2020-09-08,6.51,718,"At the height of the Cold War, a Soviet spacecraft crash lands after a mission gone awry, leaving the commander as its only survivor. After a renowned Russian psychologist is brought in to evaluate the commander’s mental state, it becomes clear that something dangerous may have come back to Earth with him…"
5465,531438,Holiday in the Wild,13.53,2019-11-06,6.51,520,"When her husband abruptly ends their marriage, empty nester Kate embarks on a solo second honeymoon in Africa, finding purpose and potential romance."
5466,102382,The Amazing Spider-Man 2,118.724,2014-04-16,6.51,12991,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past."
5467,43947,I Spit on Your Grave,54.6,2010-06-17,6.51,2202,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence."
5468,74,War of the Worlds,69.835,2005-06-28,6.51,8200,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down."
5469,469274,Nicky Larson et le parfum de Cupidon,16.403,2019-02-06,6.509,774,"Nicky Larson is tasked to recover the perfume of Cupid, a perfume that would make anyone who uses it irresistible."
5470,11400,The New World,20.355,2005-12-25,6.5,1113,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.
5471,11348,Fragile,17.802,2005-10-14,6.509,559,"Haunted by memories of a patient's death, a nurse  takes a job at an antiquated hospital for children. Soon she learns that the kids fear a ghost that prowls the floors and will not allow anyone to leave. Amy tries to protect them and convince the other staffers of the evil that lurks there."
5472,581859,Da 5 Bloods,23.143,2020-06-12,6.5,1047,Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.
5473,526051,Look Away,16.676,2018-10-12,6.508,850,A timid and socially alienated 17-year-old high school student's life is turned upside down when she switches places with her sinister mirror image.
5474,261023,Black Mass,19.194,2015-09-17,6.508,3280,"The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf."
5475,18129,The Grifters,13.528,1990-08-08,6.508,379,"A young short-con grifter suffers both injury and the displeasure of reuniting with his criminal mother, all the while dating an unpredictable young lady."
5476,11899,The Muppets Take Manhattan,12.827,1984-06-27,6.5,360,"When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway."
5477,22897,It's Complicated,26.254,2009-12-23,6.507,1361,"Ten years after their divorce, Jane and Jake Adler unite for their son's college graduation and unexpectedly end up sleeping together. But Jake is married, and Jane is embarking on a new romance with her architect. Now, she has to sort out her life—just when she thought she had it all figured out."
5478,14249,Revenge,19.194,1990-02-16,6.5,432,"Michael ‘Jay’ Cochran has just left the Navy after 12 years and he's not quite sure what he's going to do, except that he knows he wants a holiday. He decides to visit Tiburon Mendez, a powerful but shady Mexican businessman who he once flew to Alaska for a hunting trip. Arriving at the Mendez mansion in Mexico, he is immediately surprised by the beauty and youth of Mendez’s wife, Miryea."
5479,11808,U.S. Marshals,38.587,1998-03-06,6.5,1550,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer."
5480,11808,U.S. Marshals,38.587,1998-03-06,6.5,1550,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer."
5481,10894,May,32.017,2003-04-11,6.507,595,A socially awkward veterinary assistant with a lazy eye and obsession with perfection descends into depravity after developing a crush on a boy with perfect hands.
5482,475303,A Rainy Day in New York,2.184,2019-07-26,6.506,2192,"Two young people arrive in New York to spend a weekend, but once they arrive they're met with bad weather and a series of adventures."
5483,273271,Time Lapse,16.113,2014-05-24,6.506,1200,"Three friends discover a mysterious machine that takes pictures 24 hours into the future and conspire to use it for personal gain, until disturbing and dangerous images begin to develop."
5484,20943,The Ugly Truth,38.638,2009-07-24,6.506,3454,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result."
5485,1022690,Ricky Stanicky,76.879,2024-02-21,6.505,508,"When three childhood best friends pull a prank gone wrong, they invent the imaginary Ricky Stanicky to get them out of trouble. Twenty years later, the trio still uses the nonexistent Ricky as a handy alibi for their immature behavior. But when their spouses and partners get suspicious and demand to finally meet the fabled Mr. Stanicky, the guilty trio decide to hire a washed-up actor and raunchy celebrity impersonator to bring him to life."
5486,616747,Haunted Mansion,40.291,2023-07-26,6.505,988,A woman and her son enlist a motley crew of so-called spiritual experts to help rid their home of supernatural squatters.
5487,274862,The Lego Ninjago Movie,46.231,2017-09-21,6.505,1017,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school."
5488,47760,Restless,13.698,2011-09-16,6.5,391,"Two outsiders, both shaped by the circumstances that have brought them together, forge a deep and lasting love."
5489,10656,Subway,17.285,1985-04-10,6.505,434,"Fred, a raffish safe blower, takes refuge in the Paris Metro after being chased by the henchmen of a shady businessman from whom he has just stolen some documents. While hiding out in the back rooms and conduits of the Metro, Fred encounters a subterranean society of eccentric characters and petty criminals."
5490,584,2 Fast 2 Furious,7.732,2003-06-05,6.505,7287,"It's a major double-cross when former police officer Brian O'Conner teams up with his ex-con buddy Roman Pearce to transport a shipment of ""dirty"" money for shady Miami-based import-export dealer Carter Verone. But the guys are actually working with undercover agent Monica Fuentes to bring Verone down."
5491,444539,La librería,20.698,2017-11-10,6.504,419,"Set in a small English town in 1959, a woman decides, against polite but ruthless local opposition, to open a bookshop, a decision which becomes a political minefield."
5492,157847,Joe,15.113,2014-04-11,6.504,905,The rough-hewn boss of a lumber crew courts trouble when he steps in to protect the youngest member of his team from an abusive father.
5493,51991,Les Émotifs anonymes,9.766,2010-12-22,6.5,520,"What happens when a man and a woman share a common passion? They fall in love. And this is what happens to Jean-René, the boss of a small chocolate factory, and Angélique, a gifted chocolate maker he has just hired. What occurs when a highly emotional man meets a highly emotional woman? They fall in love, and this is what occurs to Jean-René and Angélique who share the same handicap. But being pathologically timid does not make things easy for them. So whether they will manage to get together, join their solitudes and live happily ever after is a guessing matter."
5494,24122,The Rebound,24.293,2009-09-16,6.5,872,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and  it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?"
5495,10330,Freaky Friday,95.241,2003-08-05,6.504,3698,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives."
5496,664,Twister,151.392,1996-05-10,6.504,3249,"An unprecedented series of violent tornadoes is sweeping across Oklahoma. Tornado chasers, headed by Dr. Jo Harding, attempt to release a groundbreaking device that will allow them to track them and create a more advanced warning system. They are joined by Jo's soon to be ex-husband Bill, a former tornado chaser himself, and his girlfriend Melissa."
5497,193,Star Trek: Generations,24.392,1994-11-18,6.504,1292,Captain Jean-Luc Picard and the crew of the Enterprise-D find themselves at odds with the renegade scientist Soran who is destroying entire star systems. Only one man can help Picard stop Soran's scheme...and he's been dead for seventy-eight years.
5498,296271,The Devil Conspiracy,33.76,2023-01-13,6.503,355,"A powerful biotech company has breakthrough technology allowing them to clone history’s most influential people with just a few fragments of DNA. Behind this company is a cabal of Satanists that steals the shroud of Christ, putting them in possession of Jesus’ DNA. The clone will serve as the ultimate offering to the devil. The Archangel Michael comes to earth and will stop at nothing to end the devil’s conspiracy."
5499,601470,The Eyes of Tammy Faye,14.828,2021-09-17,6.502,576,"From the 1960's to the 1980's, evangelist Jim Baker and his ambitious wife, Tammy Faye, rose from humble beginnings to to build an empire based on big-time evangelical Christianity--only for the couple to fall from grace because of some all-too-human sins."
5500,10782,Basic,24.118,2003-04-18,6.502,1005,"Tom Hardy, an ex-Army Ranger turned DEA agent, is drawn into an ever-widening mystery surrounding the disappearance of the feared and often hated Sgt. Nathan West, as well as several of his elite Special Forces trainees on what appears, at first, to have been a routine training exercise during a hurricane in the jungles of Panama."
5501,10347,Dobermann,62.266,1997-06-18,6.5,490,"The charismatic criminal Dobermann, who got his first gun when he was christened, leads a gang of brutal robbers. After a complex and brutal bank robbery, they are being hunted by the Paris police. The hunt is led by the sadistic cop Christini, who only has one goal: to catch Dobermann at any cost."
5502,8346,My Big Fat Greek Wedding,17.77,2002-04-19,6.502,2072,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.
5503,96,Beverly Hills Cop II,45.211,1987-05-18,6.502,2449,"Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on."
5504,800939,Ticket to Paradise,30.233,2022-09-08,6.501,1124,Divorced couple Georgia and David find themselves on a shared mission: they team up and travel to Bali to stop their daughter Lily from making the same mistake they once made 25 years ago.
5505,400157,Wonder Park,26.337,2019-03-13,6.501,683,"A young girl named June with a big imagination makes an incredible discovery -- the amusement park of her dreams has come to life. Filled with the world's wildest rides operated by fun-loving animals, the excitement never ends. But when trouble hits, June and her misfit team of furry friends begin an unforgettable journey to save the park."
5506,376659,Bad Moms,29.007,2016-07-28,6.501,4008,"When three overworked and under-appreciated moms are pushed beyond their limits, they ditch their conventional responsibilities for a jolt of long overdue freedom, fun, and comedic self-indulgence."
5507,30943,The Deep End of the Ocean,19.717,1999-03-12,6.501,440,"A three-year-old boy disappears during his mother's high school reunion. Nine years later, by chance, he turns up in the town in which the family has just relocated."
5508,10866,Joy Ride,33.406,2001-10-05,6.501,1148,"Three young people on a road trip from Colorado to New Jersey talk to a trucker on their CB radio, then must escape when he turns out to be a psychotic killer."
5509,10622,一個好人,26.456,1997-01-31,6.501,644,A Chinese chef accidentally gets involved with a news reporter who filmed a drug bust that went awry and is now being chased by gangs who are trying to get the video tape.
5510,453755,Arctic,31.044,2018-11-21,6.5,1173,"A man stranded in the Arctic is finally about to receive his long awaited rescue. However, after a tragic accident, his opportunity is lost and he must then decide whether to remain in the relative safety of his camp or embark on a deadly trek through the unknown for potential salvation."
5511,101669,Mother's Day,26.012,2010-09-23,6.5,405,Crazed members of a sadistic family return to their childhood home to terrorize the new owners.
5512,14510,From Beyond,16.71,1986-10-24,6.5,533,"The Resonator, a powerful machine that can control the sixth sense, has killed its creator and sent his associate into an insane asylum. When a beautiful psychiatrist becomes determined to continue the experiment, she unwittingly opens the door to a hostile parallel universe."
5513,553604,Honest Thief,36.851,2020-09-03,6.499,1679,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name."
5514,417384,Scary Stories to Tell in the Dark,40.085,2019-08-08,6.499,2586,"Mill Valley, Pennsylvania, Halloween night, 1968. After playing a joke on a school bully, Stella and her friends decide to sneak into a supposedly haunted house that once belonged to the powerful Bellows family, unleashing dark forces that they will be unable to control."
5515,121826,Quartet,18.736,2012-12-26,6.499,352,"Cissy, Reggie, and Wilf are in a home for retired musicians. Every year, there is a concert to celebrate Composer Giuseppe Verdi's birthday and they take part. Jean, who used to be married to Reggie, arrives at the home and disrupts their equilibrium. She still acts like a diva, but she refuses to sing. Still, the show must go on, and it does."
5516,1086747,The Watchers,283.396,2024-06-06,6.498,648,"A young artist gets stranded in an extensive, immaculate forest in western Ireland, where, after finding shelter, she becomes trapped alongside three strangers, stalked by mysterious creatures each night."
5517,747188,Asteroid City,50.377,2023-06-08,6.498,1749,"In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events."
5518,227700,Anna,29.984,2013-10-13,6.498,626,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma."
5519,39100,ドラゴンボールZ この世で一番強いヤツ,45.843,1990-03-10,6.498,474,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue."
5520,39100,ドラゴンボールZ この世で一番強いヤツ,45.843,1990-03-10,6.498,474,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue."
5521,10631,All of Me,19.921,1984-09-21,6.498,328,"Just before stubborn millionaire Edwina Cutwater dies, she asks her uptight lawyer, Roger Cobb, to amend her will so that her soul will pass to the young, vibrant Terry Hoskins – but the spiritual transference goes awry. Edwina enters Roger's body instead, forcing him to battle Edwina for control of his own being."
5522,9779,The Sisterhood of the Traveling Pants,20.415,2005-06-01,6.498,1265,"Four best friends (Tibby, Lena, Carmen &amp; Bridget) who buy a mysterious pair of pants that fits each of them, despite their differing sizes, and makes whoever wears them feel fabulous. When faced with the prospect of spending their first summer apart, the pals decide they'll swap the pants so that each girl in turn can enjoy the magic."
5523,287689,7 Days in Hell,15.801,2015-07-11,6.497,369,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.
5524,229297,Magic in the Moonlight,16.416,2014-07-25,6.497,2042,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud."
5525,12610,Osmosis Jones,28.16,2001-08-10,6.5,989,"A white blood cell policeman, with the help of a cold pill, must stop a deadly virus from destroying the human they live in, Frank."
5526,9870,Forgetting Sarah Marshall,39.486,2008-04-17,6.5,3289,"When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall."
5527,253,Live and Let Die,35.712,1973-06-27,6.5,1977,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.
5528,568620,Snake Eyes: G.I. Joe Origins,80.631,2021-07-22,6.496,1504,"After saving the life of their heir apparent, tenacious loner Snake Eyes is welcomed into an ancient Japanese clan called the Arashikage where he is taught the ways of the ninja warrior. But, when secrets from his past are revealed, Snake Eyes' honor and allegiance will be tested – even if that means losing the trust of those closest to him."
5529,477018,Les Traducteurs,17.612,2019-12-20,6.5,475,"Nine translators, hired to translate the eagerly awaited final book of a bestselling trilogy, are confined in a luxurious bunker."
5530,401469,Widows,19.145,2018-11-06,6.496,2252,"A police shootout leaves four thieves dead during an explosive armed robbery attempt in Chicago. Their widows have nothing in common except a debt left behind by their spouses' criminal activities. Hoping to forge a future on their own terms, they join forces to pull off a heist."
5531,381890,美人鱼,25.954,2016-02-08,6.496,391,"A playboy business tycoon, Liu Xuan, purchases the Green Gulf, a wildlife reserve, for a sea reclamation project, and uses sonar technology to get rid of the sea life in the area. Unknown to him, the Green Gulf is the home of merpeople, and the sonar has caused many of them to succumb to illness or die. Xuan's business ventures in the area are threatened when he crosses paths with the mermaid, Shan, who is sent to avenge her people."
5532,30689,4 mosche di velluto grigio,12.419,1971-12-17,6.5,364,"Roberto, a drummer in a rock band, keeps receiving weird phone calls and being followed by a mysterious man. One night he manages to catch up with his persecutor and tries to get him to talk but in the ensuing struggle he accidentally stabs him. He runs away, but he understands his troubles have just begun when the following day he receives an envelope with photos of him killing the man. Someone is killing all his friends and trying to frame him for the murders."
5533,13665,Arthur,18.178,1981-07-17,6.496,411,Arthur is a 30-year-old child who will inherit $750 million if he complies with his family's demands and marries the woman of their choosing.
5534,723072,Host,43.71,2020-12-04,6.495,891,"Six friends hire a medium to hold a séance via Zoom during lockdown — but they get far more than they bargained for as things quickly go wrong. When an evil spirit starts invading their homes, they begin to realise they might not survive the night."
5535,575100,10 giorni senza mamma,11.404,2019-02-07,6.5,468,"A tired and stressed-out mom takes off on a solo vacation, sending her family into chaos as the father tries to take over the household duties."
5536,392207,El guardián invisible,13.219,2017-03-03,6.495,663,"When the naked body of a teenage girl is found on the banks of the River Baztán, it is quickly linked to a similar murder one month before. Soon, rumours are flying in the nearby village of Elizondo. Is this the work of a ritualistic killer or is it the basajaun, the ‘invisible guardian’ of Basque mythology?  Inspector Amaia Salazar leads the investigation, taking her back to the heart of the Basque country where she was born, and where she hoped never to return. Shrouded in mist and surrounded by impenetrable forests, it is a place of unresolved conflicts and a terrible secret from Amaia’s childhood that will come back to haunt her.  Faced with the superstitions of the village, Amaia must fight the demons of her past to confront the reality of a serial killer on the loose. But as she is drawn deeper into the investigation, she feels the presence of something darker lurking in the shadows…"
5537,270343,Les Combattants,9.203,2014-08-20,6.495,429,"Arnaud, facing an uncertain future and a dearth of choices in a small French coastal town, meets and falls for the apocalyptic-minded Madeleine, who joins an army boot camp to learn military and survival skills to prepare for the upcoming environmental collapse. Intrigued and excited by Madeleine’s wild ideas, Arnaud signs up for the boot camp himself. They soon realize that the boot camp is harder than they’d imagined, but the experience nonetheless cements them together as the couple continues to explore their young love."
5538,33689,It Takes Two,24.935,1995-11-17,6.5,864,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda."
5539,10466,The Money Pit,27.94,1986-03-26,6.5,1092,"After being evicted from their Manhattan apartment, a couple buy what looks like the home of their dreams—only to find themselves saddled with a bank-account-draining nightmare. Struggling to keep their relationship together as their rambling mansion falls to pieces around them, the two watch in hilarious horror as everything—including the kitchen sink—disappears into the Money Pit."
5540,9615,The Fast and the Furious: Tokyo Drift,17.144,2006-06-03,6.495,6728,"In order to avoid a jail sentence, Sean Boswell heads to Tokyo to live with his military father. In a low-rent section of the city, Shaun gets caught up in the underground world of drift racing"
5541,7442,Sleeping with the Enemy,37.086,1991-01-13,6.495,1034,"A young woman fakes her own death in an attempt to escape her nightmarish marriage, but discovers it is impossible to elude her controlling husband."
5542,1710,Copycat,28.841,1995-10-27,6.5,923,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.
5543,11543,Kingpin,25.192,1996-07-04,6.494,844,"After bowler Roy Munson swindles the wrong crowd and is left with a hook for a hand, he settles into impoverished obscurity. That is, until he uncovers the next big thing: an Amish kid named Ishmael. So, the corrupt and the hopelessly naive hit the circuit intent on settling an old score with Big Ern."
5544,807356,Watcher,30.084,2022-06-03,6.493,845,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street."
5545,791155,Secret Headquarters,41.931,2022-08-12,6.5,344,"While hanging out after school, Charlie and his friends discover the headquarters of the world’s most powerful superhero hidden beneath his home. When villains attack, they must team up to defend the headquarters and save the world."
5546,467482,Un homme pressé,9.874,2018-11-07,6.5,305,"The story revolves around Alain, a busy businessman who is always in a rush. In his life, there is no room for spare time or family. But one day, he suffers a stroke, which makes him lose his grasp of language and use one word in place of another."
5547,104859,Mac & Devin Go to High School,18.963,2012-07-03,6.493,409,"A comedy that follows two high school students -- one overachiever struggling to write his valedictorian speech, the other a senior now going on his 15th year of school."
5548,63492,What's Your Number?,24.064,2011-09-30,6.493,2294,"Ally Darling is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends."
5549,14684,School Ties,9.837,1992-09-18,6.493,378,"When David Greene receives a football scholarship to a prestigious prep school in the 1950s, he feels pressure to hide the fact that he is Jewish from his classmates and teachers, fearing that they may be anti-Semitic. He quickly becomes the big man on campus thanks to his football skills, but when his Jewish background is discovered, his worst fears are realized and his friends turn on him with violent threats and public ridicule."
5550,11001,Blue Streak,57.944,1999-09-17,6.493,1440,"Miles Logan is a jewel thief who just hit the big time by stealing a huge diamond. However, after two years in jail, he comes to find out that he hid the diamond in a police building that was being built at the time of the robbery. In an attempt to regain his diamond, he poses as an LAPD detective."
5551,302,Swimming Pool,18.166,2003-05-21,6.5,677,"A British crime novelist travels to her publisher's upmarket summer house in Southern France to seek solitude in order to work on her next book. However, the unexpected arrival of the publisher's daughter induces complications and a subsequent crime."
5552,335051,Se Dio vuole,10.26,2015-04-09,6.492,590,"The son of an atheist, authoritarian father, believed to be liberal, wants to become a priest."
5553,9350,Cliffhanger,34.625,1993-05-28,6.493,2304,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money."
5554,9086,Young Guns II,24.897,1990-08-01,6.492,513,"Three of the original five ""young guns"" — Billy the Kid, Jose Chavez y Chavez, and Doc Scurlock — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett."
5555,341174,Fifty Shades Darker,78.4,2017-02-08,6.491,7528,"When a wounded Christian Grey tries to entice a cautious Ana Steele back into his life, she demands a new arrangement before she will give him another chance. As the two begin to build trust and find stability, shadowy figures from Christian’s past start to circle the couple, determined to destroy their hopes for a future together."
5556,301804,Before I Wake,29.56,2016-04-07,6.5,1807,An orphaned child's dreams—and nightmares—manifest physically as he sleeps.
5557,18032,The Secret of Moonacre,22.421,2009-02-06,6.491,435,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor."
5558,4233,Scream 2,35.429,1997-12-12,6.5,4036,"Two years after the first series of murders, as Sidney Prescott acclimates to college life, someone donning the Ghostface costume begins a new string of killings."
5559,38093,Just Wright,16.133,2010-05-14,6.49,396,"Physical therapist Leslie Wright lands the dream job of working with basketball superstar Scott McKnight, helping him recover from a career-threatening injury. All goes well and soon Leslie finds herself falling in love with him. Just as their friendship deepens, however, Scott focuses his attention back on his tenuous relationship with his ex-fiancé Morgan, Leslie's gorgeous godsister, who would love to be the basketball player's trophy wife."
5560,18405,The Last House on the Left,25.929,2009-03-13,6.49,1698,"When athletic teen Mari Collingwood opts to hang out with her friend Paige in town rather than spend an evening in with her parents vacationing at the family's remote lake house, it marks the beginning of a night no one is going to forget."
5561,16690,Return to Never Land,21.453,2002-02-14,6.49,2283,"In 1940, the world is besieged by World War II. Wendy, all grown up, has two children; including Jane, who does not believe Wendy's stories about Peter Pan."
5562,535,Flashdance,34.798,1983-04-14,6.49,1428,"Alex Owens, a teen juggling between two odd jobs, aspires to become a successful ballet dancer. Nick, who is her boss and lover, supports and encourages her to fulfil her dream."
5563,400,Things to Do in Denver When You're Dead,15.227,1995-12-01,6.49,361,Five different criminals face imminent death after botching a job quite badly.
5564,396940,Super Dark Times,10.112,2017-09-29,6.489,596,"Teenagers Zach and Josh have been best friends their whole lives, but when a gruesome accident leads to a cover-up, the secret drives a wedge between them and propels them down a rabbit hole of escalating paranoia and violence."
5565,359246,Hell House LLC,53.543,2015-10-16,6.5,416,"Five years after an unexplained malfunction causes the death of 15 tour-goers and staff on the opening night of a Halloween haunted house tour, a documentary crew travels back to the scene of the tragedy to find out what really happened."
5566,72197,The Pirates! In an Adventure with Scientists!,29.82,2012-03-12,6.489,1070,"The luxuriantly bearded Pirate Captain is a boundlessly enthusiastic, if somewhat less-than-successful, terror of the High Seas. With a rag-tag crew at his side, and seemingly blind to the impossible odds stacked against him, the Captain has one dream: to beat his bitter rivals Black Bellamy and Cutlass Liz to the much coveted Pirate of the Year Award. It’s a quest that takes our heroes from the shores of exotic Blood Island to the foggy streets of Victorian London. Along the way they battle a diabolical queen and team up with a haplessly smitten young scientist, but never lose sight of what a pirate loves best: adventure!"
5567,10449,When a Man Loves a Woman,20.938,1994-04-29,6.489,329,"An airline pilot and his wife are forced to face the consequences of her alcoholism when her addictions threaten her life and their daughter's safety. While the woman enters detox, her husband must face the truth of his enabling behavior."
5568,204922,Before I Go to Sleep,30.44,2014-09-03,6.488,1958,"A woman wakes up every day, remembering nothing as a result of a traumatic accident in her past. One day, new terrifying truths emerge that force her to question everyone around her."
5569,73723,The Lorax,111.695,2012-03-01,6.488,3455,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
5570,72387,Safe,39.958,2012-04-16,6.488,2390,"After a former elite agent rescues a 12-year-old Chinese girl who's been abducted, they find themselves in the middle of a standoff between Triads, the Russian Mafia and high-level corrupt New York City politicians and police."
5571,16523,Where the Wild Things Are,24.853,2009-10-16,6.488,1789,"Max imagines running away from his mom and sailing to a far-off land where large talking beasts—Ira, Carol, Douglas, the Bull, Judith and Alexander—crown him as their king, play rumpus, build forts and discover secret hideaways."
5572,6,Judgment Night,19.09,1993-10-15,6.488,328,"Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives."
5573,574982,Аванпост,16.497,2019-11-21,6.487,455,"Contact between most towns on Earth has been severed. A small ring-like area in Eastern Europe still has electricity, and maybe even life is being reported from space. What military forces find outside the ring is shocking."
5574,300155,A Royal Night Out,13.104,2015-05-14,6.5,302,"The re-imagining of VE Day in 1945, when Princess Elizabeth and her sister, Margaret were allowed out from Buckingham Palace for the night to join in the celebrations, and encounter romance and danger."
5575,13680,The Game Plan,34.508,2007-09-28,6.5,1989,"Bachelor football star Joe Kingman seems to have it all. He is wealthy and carefree, and his team is on the way to capturing a championship. Suddenly, he is tackled by some unexpected news: He has a young daughter, the result of a last fling with his ex-wife. Joe must learn to balance his personal and professional lives with the needs of his child."
5576,375012,زیر سایه,11.099,2016-09-30,6.486,646,"After Shideh's building is hit by a missile during the Iran-Iraq War, a superstitious neighbor suggests that the missile was cursed and might be carrying malevolent Middle-Eastern spirits. She becomes convinced a supernatural force within the building is attempting to possess her daughter Dorsa, and she has no choice but to confront these forces if she is to save her daughter and herself."
